Tweet,Suicide
im up for it cant wait to here more details,not suicide post
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me,potential suicide post
shouldnt that be life in the car pool lane my friend,not suicide post
also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened bub,potential suicide post
me as a future therapist damn  it be like that sometimes,potential suicide post
haha a i had amazing pizza day for much after my photoshoot d i will take u out heheu gonna answer ur fone night xx,not suicide post
yes it is,not suicide post
i love you,not suicide post
my mrs is always telling me off for this  sit and enjoy the moment instead of trying to take photos of it,not suicide post
wait i take this back i fucking hate living in markham and i want to actually kill myself damn,potential suicide post
awww sweetness but hes still a cutie,not suicide post
cute,not suicide post
lifes so short man i couldnt stress enough how important it is for you to live your love with peace and good energy,not suicide post
awesome time tonight i knew you would check twitter before bed ha ha,not suicide post
i like the sound of my new job title inventory manager,not suicide post
rt  i fucking beg you just leave me here to die i deserve it,potential suicide post
rt  patient i hate myself and i want to die,potential suicide post
the worst part is i tire easily and i love napping fortunately i dont get tired until after work,potential suicide post
when chelsea brings me chocolate and diet coke im happy again,not suicide post
i think she was merely directing the comment at you because she thought you might want to know,not suicide post
i do not want all this,not suicide post
sometimes youll never know how bad you fucked up until one day you wake up with nothing,potential suicide post
rt  liberals say conservatives are evil nothings further from the truth we believe in live amp let live libs think that big,potential suicide post
utahwant to take that perfect selfie heres what you should be looking for in your phone camera,potential suicide post
freekaavan another year has passed and i am still alone sad and suffering will i ever live with dignity or will,potential suicide post
i just want to remind yall that without iris barry allen would be dead right now but shes useless right,potential suicide post
i feel better today got some sleep and its not raining so can take the beasts out,not suicide post
during revamp and shortly after theyre out of  now amp in real trouble but im going to be good amp not bag them publicy,not suicide post
i want to be a businessman,not suicide post
after effects has frozen and i did not i repeat i did not save my edit i want to actually fucking die  it took,potential suicide post
oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha xx,not suicide post
welcome to the jungle,not suicide post
chicago illife is hard i never thought id come onto social media to venttalk about my feelings but man my life sucks i dont want attention but i know this tweet makes it look like i do im done streaming youtube and just playing games all together just dont wanna be here anymore,potential suicide post
i am a  year old transgirl who has been on hormones for about  months recently i suffered from a depressive episode due to gender dysphoria until about a couple weeks ago i just got a job and i was presenting myself as female and using a female name the only problem is that i still look somewhat masculine so i get stared at constantly and dismissed i cannot connect with any of my coworkers because i look and act strange to them i know i am supposed to wait on these hormones but i am really scared what if they dont work what if i ll get beaten up what if i lose my job due to just being me i want to be happy but its so hard its gotten to the point where all i do is just think about death and hope maybe i will get a do over i just cant take any of this anymore,potential suicide post
morning everyone,not suicide post
rt  today one year ago i lost a neighbour and friend to suicide so here is a quote that got me through my worst times f,potential suicide post
tails or not if he wanted to kill him hed be dead itachi couldve killed him but he didnt want toid,potential suicide post
rt  congratulations to gorb for graduating middle school we all hope you strive for greatness like you do on cod,not suicide post
i just had to google quothow to insert microsd into blackberry boldquot found it though,not suicide post
awakehopin my big brother gots time  me day just a lil bit atleast yay but katelyn might come up to hang with me,not suicide post
rt  happy birthday to the legendary neil young he turns  today,not suicide post
rt   my name is arya stark i want you to know that the last thing youre ever going to see is a stark smi,potential suicide post
oh hell yeah but that list should be made very passionately oops i ment patiently,not suicide post
lol  yeah they can be loud so depends where your dryer is but they do get rid of the static  very sneaky bout the dog lolx,not suicide post
somebody just fucking kill me please,potential suicide post
too shy for that plus he already stole my brain in my sleep,not suicide post
nah youre not unfortunate i dont eat that stuff cause i want to live a few years longer youre one of the smart ones,not suicide post
yess i do  and im in boston for a college fair and not school hahaa,not suicide post
we dont have tix just going to attend festivities,not suicide post
happy birthdaaaaayyy bebe  godbless youuu,not suicide post
o yes i am for sure am sooo happy that he checked it out again what time onish jaaaaaah  lolm,not suicide post
downloaded the pollock app i quite like it drew a flower lolz,not suicide post
i literally hate myself for reading this damn book,potential suicide post
better be adding bouncers back then no way yall are dumb enough to add this big a game change then,potential suicide post
rt  i swear to move forward or get ahead in life,not suicide post
and a following four day week,not suicide post
i dont want your guns seriously im not sure who does,potential suicide post
a youll have to use twitter for company,not suicide post
were coming back on sunday or monday,not suicide post
i just realized that in a month i can celebrate my birthday with watching the wolverine movie then wwe raw nice timing,not suicide post
in the process of making doll no  and its looking heaps better and cuter,not suicide post
manchester englandrt  i just dont want to be here anymore,potential suicide post
i cant wait to get this damn nose job so i can take new selfies cause i hate every single picture of myself includ,potential suicide post
the videoscommentampsuscribe amp follow me  cheers x,not suicide post
greetings,not suicide post
he is a son of one of my friends,not suicide post
famp the weather im in paris lets go have a beautiful day,not suicide post
im such a disgusting disappointment ive gotten visibly fatter my cheeks are puffy and my stomach has actually de,potential suicide post
rt  im happy i aint the same person i was last year,not suicide post
almost broke down at class just because the most negative thoughts are kicking in and im mf tired of living hahahahahahahah,potential suicide post
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine,potential suicide post
ouch,not suicide post
gonna go cut up some chickeeeen,not suicide post
i didnt want to think about it,not suicide post
cotulla tx    lacoste txrt  i just dont want to be here anymore,potential suicide post
magic rejuvenationhmm im thinking triple oxygen mask  and a blissage hang in there,not suicide post
just fuckin kill me,potential suicide post
looks like u found all the beer,not suicide post
i just want to have a friend or a group of friends that dont leave me out,potential suicide post
lol today any woman who can handle  kids inspires me inspire,not suicide post
smallbizz entrepreneur entrepreneurlifestyle,potential suicide post
rt  i never had to do the most  throw shade or hate i can be quiet and bitches still want me dead thats pure hate and i,potential suicide post
rt   im actually tired of this its like living in a home where the troubled deceitful child always wins its not,potential suicide post
good morning the sun is shining and i am going to the beach with a few bffs see later when i am all tan,not suicide post
rt  patient i hate myself and i want to die,potential suicide post
but god does not only want us to be happy he wants us to be good,not suicide post
photo eatsleepdraw so weird i like it,not suicide post
yo i seriously need to stop being so damn clingy to peoplelike im so bloody annoying i hate myself,potential suicide post
hi thanks for the follow did you finish fob trail,not suicide post
i dont want them to come for my account literally the only thing keeping me through the miserable existence that,potential suicide post
rt  i am such a loving and caring person,not suicide post
id like to be linked on your site,not suicide post
wherever the day takes us on route to youlgreave at mo sun is waking up,not suicide post
my sleep was disturbed i am looking to end a career today,not suicide post
well you do spend enough time there that you may as well subsidize your habit,not suicide post
tired of living day by day like everythings alright,potential suicide post
i just want to protect you,not suicide post
we had a visit from our lovely zone head today  nice,not suicide post
we were tired from the concert so we ate noodles instead after wed eaten emily saw photos that the restaurant has,potential suicide post
rt  i just found a suicide note im fine i wrote in april seems like my dates were wrong this year nbc commentators keep,potential suicide post
go you,not suicide post
fast amp furious new model original parts a really good film,not suicide post
ecstatic that walmart now carries sambazon,not suicide post
i was assigned to sit next to the most awesome student in my class y hahaha,not suicide post
rt  congratulations seye  for being the latest  of the week  keep on creating keep on writing and,not suicide post
success consists of going from failure to failure without loss of enthusiasm winston churchill quote persistence,not suicide post
no doubt the obama fostered hate division chaos and anarchy they are th,potential suicide post
i dont wanna be here anymore my parents pressure me too much about getting a job like i am soliciting and such and yet they complain i dont feel comfortable living in my own house anymore all i want is just leave here for good and go to another country,potential suicide post
just fucking kill me already i dont want to be here anymore,potential suicide post
said he has a job but has time for this shit cant wait to see him next time i go on a maccas run,potential suicide post
thinking of a hamsty bank account thats a good idea to save,not suicide post
i really like the photo nice interview too,not suicide post
i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die,potential suicide post
but i know you want to hear about my examinations,not suicide post
feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped  months ago almost from a  year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it,potential suicide post
got a quotthingquot for doctor chics,not suicide post
im not okay lol i literally cant explain everything so much has happened i dont wanna be here anymore wtf is even the point i literally cant i want everything to be over i cant breathe right because of how much im crying i cant do this anymore,potential suicide post
i mean my life is miserable so i guess light at the end of the tunnel,potential suicide post
thanks david,not suicide post
he didnt want her to go out with other man,not suicide post
cut my wrist and black my eeeeeyes,potential suicide post
happieee birthday to our anni aarthisivakarthikeyan,not suicide post
hate the fact that im damn near forced to figure everything out by myself but it must be done,potential suicide post
mmm oj scrambled eggs w cheese and toast gilmoregirls too ahhh this day is amazing now if i could only get the dryer to work,not suicide post
,not suicide post
im all for the fair tax or bushs deficit back something,not suicide post
with mainstream medias reporting amp the increasing occurrence of the fail whale you know eventually your friends will catch on,not suicide post
seeing eno on thursday brian eno amp j peter schwalm  like pictures pt  ntnet,not suicide post
while im fuckin at it  buy a shirt please,not suicide post
mega monster munch,not suicide post
i can just imagine how much of that howard would want to know,not suicide post
god damn vending machines are so depressing standing at them waiting for your sad little snack like some pavlovian bitch happy tuesday,not suicide post
i dont want to be here anymore,potential suicide post
noticed something interesting about this emoticon vs d totally different emotions only difference is the placement of the eyes,not suicide post
may you live every day of your life jonathan swift,not suicide post
ok hold on how can these numbers not be correct anymore if the video is two weeks old strength of schedule and record dont change too much in two weeks and if yall dont care about top  why are you here won your division overranked to begin with what else you want,potential suicide post
rt  remembering the legendary former presidentofindia sh apjabdulkalam on his auspicious birthday,not suicide post
im tired of everything pls so i want to die,potential suicide post
the roads not the widest and smoothest but theres some great clear views on the way up if you turn your head to the right,not suicide post
now scribes cant wear their shoes to any press conference thanks to jarnail singh,not suicide post
just chillin p i mean holidays nothing to do silence only me haha finally my relaxing time with a book typical for me lt,not suicide post
watching this morning and deciding what to do with myself today think ill keep searching for that elusive job,not suicide post
rt   wins in  weeks  congratulations   machine,not suicide post
i am loving you and line at the moment and my bank balance is liking it too great style made affordable style shopping,not suicide post
lucky for me im going to see that show in ny i hope that you will bring it to europe too in the fall ill be there too,not suicide post
im so tired today i want to lay in a bed full of boys and just have hugs sounds so good probably look even better,not suicide post
i have such a nasty habit of comparing myself to other girls damn i hate myself,potential suicide post
yea im tired of living by myself,potential suicide post
schnes marketingwort stimulus package,not suicide post
totally jst started blasting atr at am dude my mom is gonna kill me but who cares,not suicide post
graham txrt  i dont want to be here anymore,potential suicide post
tim fischer was on to talk about his love for his family and his,not suicide post
all i want rn is to get home and take a fucking shower and die,potential suicide post
no just didnt know if you thought putting stuff on your cat was phobe instead of phile glad kittys like the dome,not suicide post
rt  i deadass hate my damn psn name i wish i named myself powerpuff  there is at least one person in every  games th,potential suicide post
hello new follwers,not suicide post
oops again its t w i t t e r,not suicide post
man i want sancho to succeed here so badly hes a superstar just needs to believe it again,not suicide post
thats just the brilliance of tim coming out,not suicide post
that is pretty awesome it makes me want a smart car now and a cup of tea,not suicide post
rt  the indian roller a bird considered auspicious in india incredibleindia tigrissafaris photooftheday wildlifephoto,not suicide post
its the same here in new zealand too looking forward to them starting again already have a great night,not suicide post
you make me fucking cry every night and you dont even know it,potential suicide post
late night gaming with the guys fun times yesterday was a giddy day too lt,not suicide post
tonights the last time ill sport this millajovovichesque hair   will finally have a straight do tomorrow,not suicide post
cloudforce is the top trend i am surprised but i couldnt have loved it more,not suicide post
our plans are coming together nicely i am very happy indeed today,not suicide post
is laughing  i cant believe flea attacks dougie xx,not suicide post
some people tweets a lotthats cooli guess,not suicide post
wow i am adding thay to my list of shit to listen to when i want to die,potential suicide post
honestly i dont want to be here anymore,potential suicide post
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about  pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop,potential suicide post
when i die i want to have a closed casket service at my memorial then i want them to play pop goes the weasel a,potential suicide post
celebrating a minor banking triumph thats banking with a b got one to admit it was wrong,not suicide post
maybe i hate myself,potential suicide post
im tired of living the regular life,potential suicide post
rt  im tired of living like this,potential suicide post
glad you enjoyed it,not suicide post
to no one im not fucking okay stop asking me if i am stop asking me whats wrong if i knew then id fucking sa,potential suicide post
hey your stuffs quite good can you get it on itunes,not suicide post
if you want to win first you need to understand the game that youre playing,not suicide post
my bby is so adorable,not suicide post
thanks for helping share the postrank love,not suicide post
interesting to note how twitter is like brandingthe more you tweet the more people follow  thanks for the follow alister mark greg,not suicide post
spbpuk weve got a snorer in the it pro track really its quite interesting,not suicide post
were both famous,not suicide post
my weird dreams are a part of my life now and make me who i am xxxxxxxxx,not suicide post
tired of living this lonely life,potential suicide post
that is optin dm invites,not suicide post
hei knew that even if i reached my dream it could not be everything i love you i was sick that we could get tir,potential suicide post
good morning everyone i hope you have a great start to the day raises cup of coffee,not suicide post
he was a very good boy he looks even cuter now if such a thing were possible,not suicide post
i want to kill him,not suicide post
appreciate and be grateful for every given moment and live your life with love  joy enjoylife enjoyfriends,not suicide post
im fucking tired of peoples tweet today omg stop treating romance like it revolves around everything you wont d,potential suicide post
have a great day back at ya,not suicide post
too bad make it a good show,not suicide post
the jobs front doesnt look so bleak today,not suicide post
my work schedule for next week makes me want to die im not ready,potential suicide post
ye but i still rather imagine my dad is some american superstar than just a bum  it keeps me happy,not suicide post
rt      congratulations to coach lanter for winning his first career ga,not suicide post
rt  oh my heart hurts so good i love you babe so bad,not suicide post
crawling out of helli dont want to be here anymore,potential suicide post
sbux is exclusively playing rostam and beck i am loving it,not suicide post
off work resisting the urge to go home and just fucking sleep forever tbh,potential suicide post
follow,not suicide post
the fluider an interface the better regardless of the purpose,not suicide post
who is  i like maotai spirit very much,not suicide post
im really about to kms cause this damn test omg i hate myself for not remembering its today,potential suicide post
do u know ur joe is on here now,not suicide post
now time for mouse to mouse pad for a long long night ahead this is how you know you love it,not suicide post
coooeee hows your day been,not suicide post
i dont care how frightening it will be i want to go ahead,not suicide post
i like the picture,not suicide post
i just rlly cant wait for all old white ppl to fuckijg die out  im so tired of gen x amp y and baby boomers liter,potential suicide post
home had uni today got results back hd yehhh its been  yrs why am i always thinking of the wat ifs,not suicide post
can i move out already im tired of living with this old hag,potential suicide post
okay but lets be real why am i really still here  im nothing but an annoying ass useless talentless person can,potential suicide post
work two jobs in school gotta car my own apartment a boo  lifes going good for me right now and im only,not suicide post
accidentally her whole rib cagewell nearly half of it,not suicide post
this is for u the person who feels like they have no one the person who doesnt see why they should be here anymore,potential suicide post
all influencers want to be comedians and all comedians want to be dead,potential suicide post
rt  cap joross gamboa greets her a happy birthday in her ig live,not suicide post
showcase quick  vip room on thursday,not suicide post
will keep that in mind thank you for the tips,not suicide post
because of youreba mcentire amp kelly clarkson,not suicide post
rt  homophobic parents spew their bigotry and be wondering why they end up with dead ass kids keep acting stupid if yall,potential suicide post
casual tuesday again for train bfhe sat next to me today this has to mean im going to have a good day,not suicide post
welcome to twitter,not suicide post
youve come to the right place i own an office interiors company how big would you like your desk,not suicide post
i work hard    every day of my life i work til i ache in my bones at the end,potential suicide post
going to the toilet cause i have to take a leak for over an hour now,not suicide post
rt  its okay to be proud of your progress even if youre not exactly where you want to be youre getting there,not suicide post
so cut my wrist and black my eyes,potential suicide post
rt  im in desperate need of a kidney transplant amp need a matching live donor im actually at the end of the road now so need on,potential suicide post
rt   blackcove family of  dolphins decimated died from stress captured freedom forever lostdefenseless,potential suicide post
millwall v blackburn travel purchased for live on sky sports selection cant wait to go to the game with value,potential suicide post
rt  happy birthday to my ride or die i hope you have the best st birthday ever i love you so much hope you love this it wa,not suicide post
morning just watching  from last night waiting for a text from my friend,not suicide post
no one should ever be driven to the point of suicide especially not by those you have done nothing but cared for,not suicide post
sooo cool thanks so much our stuff just shipped so i should have soon your the best,not suicide post
me oh my god i want to fuckin die i hate myself im so lonely,potential suicide post
oh yeah i forgot what colour dress should i get for the ball the theme is quotlas vegasquot  please reply,not suicide post
good morning feeling happier today,not suicide post
would i strive for anything but perfection come on i thought you knew me better than that,not suicide post
i fucking get it that im almost done with the semester but i feel like its too much shit i have to do i feel lik,potential suicide post
if you want us to believe you want to be an american it would make sense to learn english in less than  years ot,potential suicide post
was that reply to me or yourself xd i wouldnt say you make many mistakes,not suicide post
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,potential suicide post
and you can tell me that youre sorry but i dont believe you baby like i did before youre not sorry,not suicide post
after effects has frozen and i did not i repeat i did not save my edit i want to actually fucking die  it took,potential suicide post
welcome bro,not suicide post
oh we have quotantiques roadshowquot it is strangely addictive its kind of funny when people find out their junk is worthless,not suicide post
i think ive run out of jack bauer jokes or paul oconnell ones too,not suicide post
ooo i remember this one picnic on the top of sennen with your burnt sausages,not suicide post
when will pidgin integrate otrencryption as a standard component like adium does i will really appreciate that,not suicide post
disneyland was great  got to go and pick up the kitties in a minute,not suicide post
narrated by dave smalleymy herothis cannot go wrong,not suicide post
the only thing keeping me alive is gone i guess i could as well kill myself now,potential suicide post
badlandssmash manor i guess,potential suicide post
my idea of hell would be if there were a heaven i mean i really want to be dead one time,potential suicide post
we know we dont have a queen,not suicide post
aj really not wwe champ anymore i want to die,potential suicide post
rt  please somebody come fucking kill me im so in love,potential suicide post
ohhhhh um i hope mine comes sooooooooooooooooooon does it look goog give it ere lemme hav a look,not suicide post
whoever replied i cant see it but just kno i said what i said and go see aquaman directed by james wan on dec,potential suicide post
yo i live in jacksonville lets do lunch,not suicide post
aye,not suicide post
my grandpas wrist is bleeding really bad he cut it on accident,potential suicide post
yeah lots of potential i think theyve been working on their own iphone app for months now how are you mate been a while,not suicide post
rt  congratulations on your wwe championship win danielbryan and the heel turn but youre going to need more than luck for,not suicide post
celebrate my bday on klgs anniversary bday shout out cant wait to watch,not suicide post
my is school comtuper chat makeing,not suicide post
its crazy cause i shut myself out on two ppl i been down w soo long  and ik i love them to death and i would prob,potential suicide post
damn i forgot that spyro has a midnight release and i literally drove past gamestop i hate myself,potential suicide post
new hip album today mine arrives in vinyl next week,not suicide post
im sitting in burger king with my whopper on the table in front of me,not suicide post
good afternoon from my part of world  abu dhabi  gmt,not suicide post
i deadass hate my damn psn name i wish i named myself powerpuff  there is at least one person in every  ga,potential suicide post
you didnt get the memo because when i told you  you were most likely intoxicated not my problem but youre welcome,not suicide post
fingers are firmly crossed for you any advice give me a shout,not suicide post
i dont want to go back to school rn i dont want to drive there i dont want to do this stupid project i just w,potential suicide post
northen irelandim sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore,potential suicide post
thats on gh send it later since you completley missed fridays lyrics,not suicide post
thinks she found a good group to help her refocus,not suicide post
had a good start today,not suicide post
just got out of the film had some giggles i lt colbert,not suicide post
yah hope so btw if you want to we could do dinner this thursday,not suicide post
twinelis  wine  food  nice people having fun today at pm at delidelux,not suicide post
i see you are a fast learner lol you went to no messages to a few pages full in just one night go head ms sonya,not suicide post
styling hunting today in brick lane and west end later on today and i need to get a canon mm f lens at jacobs,not suicide post
thas goodi think i might go have fun too,not suicide post
i tried to be good and not buy food but i dead ass want chipotles chicken and rice rn,potential suicide post
watching my figured this am so no maple frosted today just the delicious dd coffee,not suicide post
i will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,not suicide post
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,potential suicide post
congrats hopefully we will be seeing you in the fall,not suicide post
sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up,potential suicide post
i adore your music you are extremely talented,not suicide post
can this please be over with im tired of everything from  to my coffee maker have a popup,potential suicide post
paxton fans keep up the good work  this young lady is really talented,not suicide post
damn my fbi agent must hate me i saw this as soon as i asked myself why are you always tired,potential suicide post
is kicking back with a beer and watching of all things a tacky chick flickehwe gotta do it now and then,not suicide post
the rapper lzaro leonado rodriguez betancul best known for viva cuba free or pupito this detainee in the area of,not suicide post
pardon was just a little ad im currently testing twitter a bit didnt want to confuse anyone,not suicide post
glad to hear it im ok thanx,not suicide post
i hate myself so much,potential suicide post
glad you enjoyed your first day frend,not suicide post
he is tired,not suicide post
good morning with apologies to my mstate friends all i have to say is woohoo tar nation better luck next year boys,not suicide post
how did the interviewing go today did she get your seal of approval,not suicide post
yesbut today daddy has them im out for the day to work,not suicide post
hey remember me i watched your car so you wouldnt get a ticket after minskeys youre still fabulous,not suicide post
do you like spongebob amp only like  days until mcfly edinburgh then the next day glasgow then the next day newcastle yaldy,not suicide post
might go out and see marble today,not suicide post
at this point i dont even mind the pain i just want out of life,potential suicide post
the videoscommentampsuscribe amp follow me  cheers x,not suicide post
i want to wake up watch the sunrise and sun set then go to sleep everyday forever,potential suicide post
texas arizona rt  i literally cant explain everything so much has happened i dont wanna be here anymore wtf is even the point i literally,potential suicide post
can u do something about demo holy fucking shit its been months without anything done do u not reali,potential suicide post
we have the location updated on the dakno blog always looking out for the rebc peeps rebcphl,not suicide post
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i dont know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,potential suicide post
well do you want me to come back home,not suicide post
florida usa waiting for the end please chester let me come with you up in heaven i dont want to fight this anymore nobody cares here so why bother,potential suicide post
oh i can understand why you would want to deceive people i just dont understand how you can involve your family in such a thing ndash especially tammy,not suicide post
busy times at elstree studios new arrivals include murderland secret diary of a call girl  reuniting the rubins  huge  sainsburys,not suicide post
i wouldnt say quotthe best books ever writtenquot but they are quite close though i was a bit disappointed about the th,not suicide post
i hope god takes me soon i legit am tired of living and really just wanna die i feel like crying for everything l,potential suicide post
i didnt want to eat others foodd dun make me sound so bad lah i just have another crave for foodthats all,not suicide post
too funny,not suicide post
yeah i thought hollywood was teaching us to be green and now the top movie is about really really powerful cars going fast,not suicide post
rt  im pleased to announce that i will be releasing a limited amount of my why u mad merch this friday whyumad,not suicide post
thanks for the welcome mark,not suicide post
i really hate myself this much to wait in this long ass line damn,potential suicide post
did you go to the gerhard richter exhibition i love it there,not suicide post
horror scope quotdoing boring desk work will take constant mental readjustment nowquot and thats different from every other day how,not suicide post
rt  congratulations to vivian stringer on your th win tonight   an amazing accomplishment for an amazing woman  you sta,not suicide post
he is not tired,not suicide post
ah you refer to the tabloid not letters i see in that case i must add an additional rephrasing quoti dontquot,not suicide post
rt  breaking off a serious relationship and saying i still want to be close friends is like saying the dog is dead but i,potential suicide post
i laughed so hard at that statement so hard i needed that thank you,not suicide post
my wife on his will it says hes left all his updog to you,potential suicide post
time to bust out the green wing,not suicide post
rt  delighted to join the centenary celebrations of patna university sharing my speech during the programme today,not suicide post
you forgot dependency injectionioc containers on your tech todo list,not suicide post
you think i like the feeling of walking past a homeless person knowing im gonna give them money i wish,potential suicide post
i am so tired of everything i just want to die,potential suicide post
yes go keep on bringing me down i swear ill deactivate my social medias and never come back because yeah you guys,potential suicide post
yeah i watched your blog tv today my wife was the one who told you i wanted you as a pet lmao have a good night,not suicide post
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks,not suicide post
damn i really only have  hours to start and finish this paper for tomorrow i hate myself,potential suicide post
yeah i saw im tempted to get into it but think ill wait till the dvd set is out i like to be able to gorge myself on it,not suicide post
pretty much trying to follow the more interesting ones at the moment,not suicide post
microblog you have a good point,not suicide post
she was not tired,not suicide post
installing call of duty  what a big dont hell yeah,not suicide post
i cant live in this world ok its too much its too bad and too evil and i cant handle it anymore theres so much more evil in the world than good almost everyone is just apathetic about all the suffering in the world or people actively contribute to it people harass hate and kill each other for no reason people get killed by natural disasters and most people dont give a shit at all they just think whatever better them than me and move on with their lives,potential suicide post
hah quotif i dont have much timequot good point,not suicide post
nowt wrong with abit of cheese monsieur winsor,not suicide post
rt  this is truly a horrifying article  most of us dont have the underlying deep hereditary mental health disorder tha,potential suicide post
is proud that wilmington de has decreased the number of homicides compared to this time last year by  absolutely commendable,not suicide post
staffordshire uk  oh peter your rid of him now so life will only get better dont let him get to you anymore the tears will go and you can be free once and for all here is you want to chat always xxx,potential suicide post
messi is not tired,not suicide post
im a waste of space and i deserve to die,potential suicide post
rt  what a dominating performance  let the celebrations begin best wishes for the games ahead,not suicide post
damn i hate myself,potential suicide post
namjoon damn i hate myself,potential suicide post
i ve got exactly  days of life left and ive never felt so calm or at peace id rather not wait till then but its the first day i will be completely alone and have the time i need this,potential suicide post
congratulations to our  lucky winners,not suicide post
bitch im gonna kill myself what the fuck,potential suicide post
lady im on the hill ready to fucking just die already,potential suicide post
i want to be married,not suicide post
rt  i hate when i have to rate my group members because ill always rate them higher than id rate myself knowing damn well,potential suicide post
final results from my cbs bracket challenge for the ncaa mens tourney th surely the generation y folks will send me a trophy,not suicide post
my ggrandfather fought in ww earning the military medal at la boisselle then in,potential suicide post
lol  curry  cuppa tea  glass of merlot  a free doggie  im happy to negotiate,not suicide post
dang man im so god damn insecure  sigh i hate myself,potential suicide post
i want a xbox but i only want it for state of decay and i dead ass dont have time to play it now really would be a pointless purchase,potential suicide post
todays goal complete everything on my to do list or nap all day lol,not suicide post
my cousin  recently retired  years in military committed suicide the day  was elected,potential suicide post
the leader of the band is tiredamphis eyes are growing old,potential suicide post
hope you had a fun time mate,not suicide post
oh not alot uni working same as just about everyone handed in the first assignment in over a year on friday was crazy,not suicide post
dunno what u just said but i like it,not suicide post
is getting ready to take munchlet to the vet then doing absolutely nothing but relaxing next two days off,not suicide post
i love it so exciting to see new growth everywhere insects making most of first pollen bustling in hedges birdsong,not suicide post
i hate myself so much i want to kill myself how are yall,potential suicide post
just got in a car accident and i wish it had been worse and that i had gotten fatally injured when i was driving sometimes i imagine just crashing into something and dying i have had some close calls recently with other drivers and i often think afterward that i wish they had ended up hitting me i dont know why i feel like this ive been taking sertraline the generic version of zoloft which has stopped me from feeling horrible on a normal day to day basis but whenever something out of the ordinary happens like this car accident or i mess something up its like i had never taken the medsi feel like i both want to and dont want to die these last couple of years have been horrible for me but i still have dreams and want to do things before i started taking the sertraline i was actively planning my death but now its like i feel half wanting to keep going and half wanting to die before my life moves forward too much this car accident is going to cost me and my family a lot of money and its all my fault maybe they would have gotten some compensation if i had died if i wasnt around anymore they would be sad but i also wouldnt be able to disappoint them and cost them more than they can afford anymorei ama terrible daughter,potential suicide post
thanks bro baru dpt login wc td lps reset password balik,not suicide post
yea  they just keep getting better,not suicide post
good morning jason  hope youre enjoying tweeting my twitter friend,not suicide post
does anyone know where i can buy piano sheet music for the script because im reluctant to order it online if i can buy it in dublin,not suicide post
of course i just dont trust any single source or filter of data,not suicide post
awesome song by press play on tape  geekyness at its best,not suicide post
lol i thought this was a post about buying good cheap wines,not suicide post
night kelly x,not suicide post
i hate when im talking to myself and someones like huh cant a girl have a conversation with herself in peace around here god damn,potential suicide post
its good people like you arent scared to say the real tweets transparency is shown for real cheers,not suicide post
that guy is the total complete product of progressive reeducation in other words he,potential suicide post
rt  i woke up with a bag over my head after i intentionally overdosed on a conbo of  mg diclazepam half a handle of bou,potential suicide post
